1000000001,20120706085223,5.334083,45.562371,4,288,346,8,0
1000000001,20120706085316,5.332856,45.562556,16,286,340,9,0
1000000001,20120706085346,5.33051,45.562415,24,262,343,9,0
1000000001,20120706085416,5.330433,45.561501,26,120,336,9,0
1000000001,20120706085446,5.332883,45.559683,38,148,336,9,0
1000000001,20120706085518,5.33313,45.558625,18,262,335,9,0
1000000001,20120706085548,5.329596,45.558721,38,276,331,9,0
1000000001,20120706085618,5.324071,45.559391,56,278,330,8,0
1000000001,20120706085650,5.317778,45.560388,54,246,318,8,0
1000000001,20120706085720,5.312766,45.558905,50,256,307,9,0
1000000001,20120706085750,5.307385,45.559026,32,278,296,9,0
1000000001,20120706085820,5.30441,45.55961,30,350,292,7,0
1000000001,20120706085850,5.304048,45.562626,24,0,287,8,0
1000000001,20120706085920,5.303305,45.565133,26,354,281,8,0
1000000001,20120706090544,5.303536,45.56513,12,4,285,8,0
1000000001,20120706090614,5.303161,45.566178,42,350,295,8,0
1000000001,20120706090644,5.30215,45.570636,70,350,285,9,0
1000000001,20120706090715,5.301748,45.574195,38,8,271,8,0
1000000001,20120706090745,5.300888,45.579115,68,322,264,8,0
1000000001,20120706090816,5.298945,45.582273,26,18,263,9,0
1000000001,20120706090846,5.30041,45.582086,16,98,258,9,0
1000000001,20120706090916,5.303511,45.580698,50,162,259,10,0
1000000001,20120706090946,5.306463,45.576268,78,140,261,9,0
1000000001,20120706091016,5.31443,45.572711,82,108,266,8,0
1000000001,20120706091046,5.322528,45.571681,68,92,271,9,0
1000000001,20120706091730,5.324993,45.571466,4,316,272,10,0
1000000001,20120706091800,5.327986,45.571545,50,86,272,10,0
1000000001,20120706091830,5.33619,45.569758,96,116,277,11,0
1000000001,20120706091900,5.346385,45.56601,100,126,283,10,0
1000000001,20120706091931,5.350576,45.559596,104,146,299,9,0
1000000001,20120706092001,5.35934,45.553955,106,122,314,9,0
1000000001,20120706092031,5.36948,45.549631,108,112,328,9,0
1000000001,20120706092101,5.376718,45.544441,92,126,360,8,0
1000000001,20120706092131,5.386188,45.542251,92,116,394,7,0
1000000001,20120706092202,5.395293,45.537513,118,110,440,8,0
